File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC
rollernet632,2,62,16,15282,10235,0.1284,5.2433,4.2944,0.2856
rollernet859,2,62,12,13046,9242,0.0963,4.9988,4.9377,0.0655
rollernet592,2,62,17,15992,10655,0.1413,5.4991,4.3108,0.3124
rollernet806,2,62,13,13328,9100,0.1027,5.0763,4.3987,0.0728
rollernet60,2,62,167,45469,24009,3.5609,26.1065,4.0845,0.3932
rollernet158,2,62,64,29694,15686,0.7888,15.5696,3.3379,0.1049
rollernet544,2,62,19,16825,11126,0.2555,7.9056,6.1679,0.4192
rollernet48,2,62,208,50227,26636,4.5947,36.376,5.2967,0.1822
rollernet893,2,62,12,12535,8677,0.1051,7.168,7.1434,0.0409
rollernet1002,2,62,10,11717,8295,0.0926,6.5048,4.9934,0.0805
rollernet129,2,62,78,32457,16911,1.2613,17.003,3.6548,0.2852
rollernet215,2,62,47,26024,14309,0.6271,10.2657,4.0774,0.4069
rollernet33,2,62,303,58748,30353,5.9223,41.3878,4.4176,0.4234
rollernet701,2,62,15,14458,9838,0.1292,5.6774,4.7469,0.4203
rollernet813,2,62,13,13242,9068,0.1212,6.6267,7.3064,0.0699
rollernet823,2,62,13,13083,8936,0.3757,7.4652,5.9472,0.0724
rollernet115,2,62,87,34094,17624,1.3022,18.5634,3.4496,0.1236
rollernet771,2,62,13,13688,9446,0.3948,6.5604,7.051,0.0659
rollernet468,2,62,22,18106,11675,0.2169,6.6928,4.8371,0.0832
rollernet178,2,62,57,28099,14896,0.6605,11.5936,3.4782,0.1142
rollernet707,2,62,15,14411,9823,0.8539,7.818,5.9199,0.0626
rollernet651,2,62,16,15066,10111,0.1378,6.0676,4.732,0.0825
