File,Gamma,DC
test1284,2,0.1121
test0473,2,0.0717
test1449,2,0.02
test0121,2,0.0016
test1344,2,0.0397
test1205,2,0.0078
test0494,2,0.0172
test0188,2,0.0116
test0126,2,0.0327
test0340,2,0.0029
test1122,2,0.0559
test1163,2,0.1094
test1080,2,0.0188
test0624,2,0.0316
test1493,2,0.0113
test0793,2,0.0049
test0615,2,0.0026
test1194,2,0.0019
test1210,2,0.0166
test1154,2,0.0529
test0039,2,0.0088
test0401,2,0.0154
test0608,2,0.0227
test1286,2,0.0156
test1074,2,0.0617
test0133,2,0.0866
test0380,2,0.0404
test0410,2,0.025
test0416,2,0.1157
test0695,2,0.046
test0249,2,0.0366
test0376,2,0.1097
test0788,2,0.0132
test1331,2,0.0076
test0954,2,0.0714
test0428,2,0.0152
test0014,2,0.1112
test0817,2,0.0593
test1288,2,0.0722
test0253,2,0.0434
test1158,2,0.0579
test0491,2,0.0286
test0190,2,0.0229
test1039,2,0.0106
test0521,2,0.0579
test0714,2,0.0024
test0939,2,0.0194
test0607,2,0.0516
test0268,2,0.0872
test0682,2,0.0007
test0434,2,0.1038
test0308,2,0.0318
test1407,2,0.0081
test0148,2,0.0178
test1218,2,0.01
test0151,2,0.0138
test0497,2,0.0042
test0543,2,0.0399
test0487,2,0.0137
test1004,2,0.0111
test0210,2,0.0349
test0847,2,0.17
test0277,2,0.1051
test0269,2,0.1613
test1099,2,0.0969
test0149,2,0.0256
test1273,2,0.0301
test0635,2,0.0389
test0841,2,0.0333
test0391,2,0.125
test1054,2,0.0248
test1176,2,0.0052
test1033,2,0.0374
test1423,2,0.0047
test1368,2,0.0184
test0538,2,0.037
test0675,2,0.059
test0366,2,0.0097
test1264,2,0.0037
test0794,2,0.0354
test1315,2,0.0075
test1319,2,0.0139
test1146,2,0.0032
test0918,2,0.0068
test1466,2,0.0024
test1308,2,0.0136
test1497,2,0.0136
test0140,2,0.0528
test1191,2,0.0083
test0078,2,0.0405
test1324,2,0.0044
test0982,2,0.0739
test0482,2,0.0167
test0027,2,0.0699
test1248,2,0.0037
test0909,2,0.0204
test0305,2,0.0153
test0919,2,0.0291
test0886,2,0.0069
test0158,2,0.0596
test1087,2,0.0275
test0528,2,0.0036
test1145,2,0.0196
test1129,2,0.0666
test1226,2,0.0467
test0486,2,0.0388
test1490,2,0.0049
test1052,2,0.0454
test0186,2,0.055
test0844,2,0.0029
test1444,2,0.085
test0465,2,0.0213
test0124,2,0.0128
test0529,2,0.0243
test0339,2,0.0318
test1183,2,0.0315
test0860,2,0.0881
test1295,2,0.0501
test1098,2,0.0568
test1212,2,0.0079
test0843,2,0.0039
test0946,2,0.0878
test0862,2,0.0056
test0052,2,0.0803
test0065,2,0.1392
test0798,2,0.0517
test0204,2,0.0154
test0687,2,0.0455
test0008,2,0.0181
test1067,2,0.008
test0546,2,0.0882
test0537,2,0.019
test0516,2,0.0386
test1184,2,0.0838
test0261,2,0.1125
test1058,2,0.0725
test0289,2,0.0222
test1215,2,0.0178
test0527,2,0.0327
test1456,2,0.0205
test0582,2,0.0039
test0517,2,0.0077
test0319,2,0.0272
test0883,2,0.0133
test0002,2,0.0176
test0576,2,0.0249
test1251,2,0.0598
test0609,2,0.0437
test0858,2,0.0545
test0457,2,0.0882
test0280,2,0.0088
test0322,2,0.0134
test0765,2,0.003
test0067,2,0.0056
test1032,2,0.0472
test0384,2,0.041
test0984,2,0.1435
test1108,2,0.0249
test1138,2,0.0656
test0778,2,0.0229
test1241,2,0.0936
test0421,2,0.0663
test0276,2,0.0156
test0435,2,0.0824
test1089,2,0.0378
test1416,2,0.0117
test0814,2,0.0162
test0597,2,0.0903
test0826,2,0.135
test0135,2,0.0088
test0118,2,0.0953
test0329,2,0.0143
test1316,2,0.0928
test0652,2,0.0119
test0879,2,0.0252
test1009,2,0.0027
test0402,2,0.0023
test0587,2,0.0798
test0049,2,0.0073
test0647,2,0.0096
test0548,2,0.0118
test0096,2,0.0143
test1078,2,0.0159
test0964,2,0.0131
test0146,2,0.0156
test0715,2,0.11
test0449,2,0.1832
test0867,2,0.0334
test0328,2,0.0702
test0996,2,0.0193
test0040,2,0.0033
test0643,2,0.0045
test0519,2,0.0364
test0649,2,0.0366
test0811,2,0.0769
test0202,2,0.0717
test0303,2,0.0405
test0944,2,0.0492
test0439,2,0.1662
test0333,2,0.0105
test0405,2,0.0258
test1335,2,0.0166
test0353,2,0.0242
test0988,2,0.0153
test0441,2,0.0164
test0994,2,0.0345
test0382,2,0.026
test0296,2,0.0921
test0795,2,0.0092
test0330,2,0.0907
test0222,2,0.0108
test0123,2,0.1078
test0483,2,0.0309
test0265,2,0.0412
test0247,2,0.0056
test0827,2,0.0554
test0143,2,0.1298
test0512,2,0.0091
test0404,2,0.0186
